"id","title","author","publisher","price","availability","genre","createdAt","updatedAt","imageUrl"
218,"The Elusive Flame","Kathleen E. Woodiwiss","Avon","29.99",10,"General","2025-09-08T08:05:14.033Z","2025-09-08T08:05:14.033Z","http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg"
219,"Legacy of Silence","Belva Plain","Bantam Dell Pub Group","29.99",10,"General","2025-09-08T08:05:14.036Z","2025-09-08T08:05:14.036Z","http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg"
220,"The Brethren","JOHN GRISHAM","Doubleday","29.99",10,"General","2025-09-08T08:05:14.039Z","2025-09-08T08:05:14.039Z","http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg"
221,"The King of Torts","John Grisham","Doubleday Books","29.99",10,"General","2025-09-08T08:05:14.041Z","2025-09-08T08:05:14.041Z","http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg"
222,"The Curious Incident of the Dog in the Night-Time : A Novel","MARK HADDON","Doubleday","29.99",10,"General","2025-09-08T08:05:14.044Z","2025-09-08T08:05:14.044Z","http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg"
223,"Bleachers","John Grisham","Doubleday","29.99",10,"General","2025-09-08T08:05:14.046Z","2025-09-08T08:05:14.046Z","http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg"
224,"Sisterhood of the Traveling Pants","ANN BRASHARES","Delacorte Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.049Z","2025-09-08T08:05:14.049Z","http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg"
225,"Only Love (Magical Love)","Erich Segal","Berkley Publishing Group","29.99",10,"General","2025-09-08T08:05:14.051Z","2025-09-08T08:05:14.051Z","http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg"
226,"All or Nothing (Wheeler Large Print Books)","Elizabeth Adler","Island","29.99",10,"General","2025-09-08T08:05:14.053Z","2025-09-08T08:05:14.053Z","http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg"
227,"Roses Are Red (Alex Cross Novels)","James Patterson","Warner Vision","29.99",10,"General","2025-09-08T08:05:14.056Z","2025-09-08T08:05:14.056Z","http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg"
228,"The Rescue","Nicholas Sparks","Warner Books","29.99",10,"General","2025-09-08T08:05:14.058Z","2025-09-08T08:05:14.058Z","http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg"
229,"Manhattan Hunt Club","JOHN SAUL","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.062Z","2025-09-08T08:05:14.062Z","http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg"
230,"Patty Jane's House of Curl (Ballantine Reader's Circle)","LORNA LANDVIK","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.064Z","2025-09-08T08:05:14.064Z","http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg"
231,"Pet Sematary","Stephen King","Signet Book","29.99",10,"General","2025-09-08T08:05:14.067Z","2025-09-08T08:05:14.067Z","http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg"
232,"Silent Snow","Steve Thayer","Signet Book","29.99",10,"General","2025-09-08T08:05:14.069Z","2025-09-08T08:05:14.069Z","http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg"
233,"Girl with a Pearl Earring","Tracy Chevalier","Plume Books","29.99",10,"General","2025-09-08T08:05:14.073Z","2025-09-08T08:05:14.073Z","http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg"
234,"Summer of Storms","Judith Kelman","Jove Books","29.99",10,"General","2025-09-08T08:05:14.076Z","2025-09-08T08:05:14.076Z","http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg"
235,"The Patient","Michael Palmer","Bantam Books","29.99",10,"General","2025-09-08T08:05:14.079Z","2025-09-08T08:05:14.079Z","http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg"
236,"Demona's Revenge (Gargoyles, No. 2)","Francine Hughes","Scholastic","29.99",10,"General","2025-09-08T08:05:14.081Z","2025-09-08T08:05:14.081Z","http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg"
237,"Clifford's Sports Day","Norman Bridwell","Scholastic","29.99",10,"General","2025-09-08T08:05:14.084Z","2025-09-08T08:05:14.084Z","http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg"
238,"Postmortem (Kay Scarpetta Mysteries (Paperback))","Patricia Cornwell","Pocket","29.99",10,"General","2025-09-08T08:05:14.086Z","2025-09-08T08:05:14.086Z","http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg"
239,"Deception Point","Dan Brown","Pocket","29.99",10,"General","2025-09-08T08:05:14.089Z","2025-09-08T08:05:14.089Z","http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg"
240,"Tis : A Memoir","Frank McCourt","Scribner","29.99",10,"General","2025-09-08T08:05:14.091Z","2025-09-08T08:05:14.091Z","http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg"
241,"Angels &amp; Demons","Dan Brown","Atria","29.99",10,"General","2025-09-08T08:05:14.094Z","2025-09-08T08:05:14.094Z","http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg"
242,"A Monk Swimming","Malachy McCourt","Hyperion","29.99",10,"General","2025-09-08T08:05:14.097Z","2025-09-08T08:05:14.097Z","http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg"
243,"Crazy Horse","Mari Sandoz","University of Nebraska Press","29.99",10,"General","2025-09-08T08:05:14.100Z","2025-09-08T08:05:14.100Z","http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg"
244,"The Silent Cry (William Monk Novels (Paperback))","Anne Perry","Ivy Books","29.99",10,"General","2025-09-08T08:05:14.102Z","2025-09-08T08:05:14.102Z","http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg"
245,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency)","ALEXANDER MCCALL SMITH","Anchor","29.99",10,"General","2025-09-08T08:05:14.105Z","2025-09-08T08:05:14.105Z","http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg"
246,"Chicken Soup for the Soul (Chicken Soup for the Soul)","Jack Canfield","Health Communications","29.99",10,"General","2025-09-08T08:05:14.108Z","2025-09-08T08:05:14.108Z","http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg"
247,"Wicked: The Life and Times of the Wicked Witch of the West","Gregory Maguire","Regan Books","29.99",10,"General","2025-09-08T08:05:14.111Z","2025-09-08T08:05:14.111Z","http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg"
248,"Life of Pi","Yann Martel","Harcourt","29.99",10,"General","2025-09-08T08:05:14.114Z","2025-09-08T08:05:14.114Z","http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg"
249,"A Judgement in Stone","Ruth Rendell","Vintage Books USA","29.99",10,"General","2025-09-08T08:05:14.117Z","2025-09-08T08:05:14.117Z","http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg"
250,"Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right","Al Franken","Dutton Books","29.99",10,"General","2025-09-08T08:05:14.120Z","2025-09-08T08:05:14.120Z","http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg"
251,"Secret History","DONNA TARTT","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.123Z","2025-09-08T08:05:14.123Z","http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg"
252,"Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))","Jack Canfield","Health Communications","29.99",10,"General","2025-09-08T08:05:14.125Z","2025-09-08T08:05:14.125Z","http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg"
253,"Great Expectations (Heinemann Guided Readers)","John Milne","Delta Systems","29.99",10,"General","2025-09-08T08:05:14.128Z","2025-09-08T08:05:14.128Z","http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg"
254,"The Weight of Water","Anita Shreve","Little, Brown","29.99",10,"General","2025-09-08T08:05:14.131Z","2025-09-08T08:05:14.131Z","http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg"
255,"Moving Pictures (Discworld Novels (Paperback))","Terry Pratchett","HarperTorch","29.99",10,"General","2025-09-08T08:05:14.133Z","2025-09-08T08:05:14.133Z","http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg"
256,"Night Watch","Terry Pratchett","HarperCollins","29.99",10,"General","2025-09-08T08:05:14.136Z","2025-09-08T08:05:14.136Z","http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg"
257,"Thief of Time","Terry Pratchett","HarperCollins Publishers","29.99",10,"General","2025-09-08T08:05:14.138Z","2025-09-08T08:05:14.138Z","http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg"
258,"Charlotte's Web Book and Charm (Charming Classics)","E. B. White","HarperFestival","29.99",10,"General","2025-09-08T08:05:14.141Z","2025-09-08T08:05:14.141Z","http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg"
259,"Peter Pan: The Original Story (Peter Pan)","J. M. Barrie","HarperFestival","29.99",10,"General","2025-09-08T08:05:14.143Z","2025-09-08T08:05:14.143Z","http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg"
260,"My Friend Flicka","Mary O'Hara","Perennial","29.99",10,"General","2025-09-08T08:05:14.146Z","2025-09-08T08:05:14.146Z","http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg"
261,"The Last Hero : A Discworld Fable (Discworld Novels (Hardcover))","Terry Pratchett","HarperCollins","29.99",10,"General","2025-09-08T08:05:14.149Z","2025-09-08T08:05:14.149Z","http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg"
262,"Jingo: A Discworld Novel (Discworld Series/Terry Pratchett)","Terry Pratchett","HarperPrism","29.99",10,"General","2025-09-08T08:05:14.151Z","2025-09-08T08:05:14.151Z","http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg"
263,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)","Terry Pratchett","HarperPrism","29.99",10,"General","2025-09-08T08:05:14.153Z","2025-09-08T08:05:14.153Z","http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg"
264,"Interesting Times: A Novel of Discworld","Terry Pratchett","Harpercollins","29.99",10,"General","2025-09-08T08:05:14.156Z","2025-09-08T08:05:14.156Z","http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg"
265,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson","Louise Rennison","HarperTempest","29.99",10,"General","2025-09-08T08:05:14.158Z","2025-09-08T08:05:14.158Z","http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg"
266,"Mansfield Park (Penguin Popular Classics)","Jane Austen","Penguin Books Ltd","29.99",10,"General","2025-09-08T08:05:14.161Z","2025-09-08T08:05:14.161Z","http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg"
267,"The Wind in the Willows","Kenneth Grahame","St. Martin's Press","29.99",10,"General","2025-09-08T08:05:14.164Z","2025-09-08T08:05:14.164Z","http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg"
268,"The Winter King: A Novel of Arthur (The Warlord Chronicles: I)","Bernard Cornwell","St. Martin's Griffin","29.99",10,"General","2025-09-08T08:05:14.167Z","2025-09-08T08:05:14.167Z","http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg"
269,"Moonheart (Newford)","Charles de Lint","Orb Books","29.99",10,"General","2025-09-08T08:05:14.170Z","2025-09-08T08:05:14.170Z","http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg"
270,"The King of Elfland's Daughter (Del Rey Impact)","Edward John Moreton Drax Plunkett Dunsany","Del Rey Books","29.99",10,"General","2025-09-08T08:05:14.173Z","2025-09-08T08:05:14.173Z","http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg"
271,"Powder and Patch","Georgette Heyer","Harlequin","29.99",10,"General","2025-09-08T08:05:14.176Z","2025-09-08T08:05:14.176Z","http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg"
272,"The Picture of Dorian Gray (Modern Library (Paperback))","OSCAR WILDE","Modern Library","29.99",10,"General","2025-09-08T08:05:14.178Z","2025-09-08T08:05:14.178Z","http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg"
273,"The Iron Giant","Ted Hughes","Knopf Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.181Z","2025-09-08T08:05:14.181Z","http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg"
274,"James and the Giant Peach","ROALD DAHL","Knopf Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.185Z","2025-09-08T08:05:14.185Z","http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg"
275,"The Amber Spyglass (His Dark Materials, Book 3)","PHILIP PULLMAN","Knopf Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.189Z","2025-09-08T08:05:14.189Z","http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg"
276,"The Golden Compass (His Dark Materials, Book 1)","PHILIP PULLMAN","Knopf Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.191Z","2025-09-08T08:05:14.191Z","http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg"
277,"The Subtle Knife (His Dark Materials, Book 2)","PHILIP PULLMAN","Knopf Books for Young Readers","29.99",10,"General","2025-09-08T08:05:14.194Z","2025-09-08T08:05:14.194Z","http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg"
278,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole","Sue Townsend","Perennial","29.99",10,"General","2025-09-08T08:05:14.197Z","2025-09-08T08:05:14.197Z","http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg"
279,"Martian Chronicles","Ray Bradbury","William Morrow","29.99",10,"General","2025-09-08T08:05:14.200Z","2025-09-08T08:05:14.200Z","http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg"
280,"The Great God Pan","Donna Jo Napoli","Wendy Lamb Books","29.99",10,"General","2025-09-08T08:05:14.202Z","2025-09-08T08:05:14.202Z","http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg"
281,"Possession: A Romance","A. S. Byatt","Random House Inc","29.99",10,"General","2025-09-08T08:05:14.205Z","2025-09-08T08:05:14.205Z","http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg"
282,"Born Confused","Tanuja Desai Hidier","Push","29.99",10,"General","2025-09-08T08:05:14.207Z","2025-09-08T08:05:14.207Z","http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg"
283,"Confessions of a Shopaholic","SOPHIE KINSELLA","Dell","29.99",10,"General","2025-09-08T08:05:14.210Z","2025-09-08T08:05:14.210Z","http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg"
284,"Making Minty Malone","Isabel Wolff","Onyx Books","29.99",10,"General","2025-09-08T08:05:14.213Z","2025-09-08T08:05:14.213Z","http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg"
285,"Little Women (Signet Classic)","Louisa May Alcott","Signet Classics","29.99",10,"General","2025-09-08T08:05:14.216Z","2025-09-08T08:05:14.216Z","http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg"
286,"Emma (Signet Classics (Paperback))","Jane Austen","Signet Classics","29.99",10,"General","2025-09-08T08:05:14.218Z","2025-09-08T08:05:14.218Z","http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg"
287,"Animal Farm","George Orwell","Signet","29.99",10,"General","2025-09-08T08:05:14.221Z","2025-09-08T08:05:14.221Z","http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg"
288,"Great Expectations (Dover Thrift Editions)","Charles Dickens","Dover Publications","29.99",10,"General","2025-09-08T08:05:14.224Z","2025-09-08T08:05:14.224Z","http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg"
289,"Eva Luna","Isabel Allende","Bantam Books","29.99",10,"General","2025-09-08T08:05:14.227Z","2025-09-08T08:05:14.227Z","http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg"
290,"Poisonwood Bible Edition Uk","Barbara Kingsolver","Faber Faber Inc","29.99",10,"General","2025-09-08T08:05:14.230Z","2025-09-08T08:05:14.230Z","http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg"
291,"The Green Man : Tales from the Mythic Forest","Ellen Datlow","Viking Juvenile","29.99",10,"General","2025-09-08T08:05:14.233Z","2025-09-08T08:05:14.233Z","http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg"
292,"Nicholas Nickleby (Everyman's Library)","Charles Dickens","Alfred A. Knopf","29.99",10,"General","2025-09-08T08:05:14.236Z","2025-09-08T08:05:14.236Z","http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg"
293,"Angels &amp; Insects : Two Novellas","A.S. BYATT","Vintage","29.99",10,"General","2025-09-08T08:05:14.238Z","2025-09-08T08:05:14.238Z","http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg"
294,"Catch 22","Joseph Heller","Simon &amp; Schuster","29.99",10,"General","2025-09-08T08:05:14.241Z","2025-09-08T08:05:14.241Z","http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg"
295,"The Forsyte Saga : The Man of Property and In Chancery","John Galsworthy","Touchstone","29.99",10,"General","2025-09-08T08:05:14.244Z","2025-09-08T08:05:14.244Z","http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg"
296,"The Enchanted Wood","Enid Blyton","Egmont Childrens Books","29.99",10,"General","2025-09-08T08:05:14.246Z","2025-09-08T08:05:14.246Z","http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg"
297,"The Folk of the Faraway Tree","Enid Blyton","Egmont Childrens Books","29.99",10,"General","2025-09-08T08:05:14.249Z","2025-09-08T08:05:14.249Z","http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg"
298,"Angels and Visitations: A Miscellany","Neil Gaiman","Dreamhaven Books","29.99",10,"General","2025-09-08T08:05:14.251Z","2025-09-08T08:05:14.251Z","http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg"
299,"League of Extraordinary Gentlemen, Vol. 2 (Comic)","Alan Moore","DC Comics","29.99",10,"General","2025-09-08T08:05:14.254Z","2025-09-08T08:05:14.254Z","http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg"
300,"Preludes and Nocturnes (Sandman, Book 1)","Neil Gaiman","DC Comics","29.99",10,"General","2025-09-08T08:05:14.256Z","2025-09-08T08:05:14.256Z","http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg"
301,"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore","DC Comics","29.99",10,"General","2025-09-08T08:05:14.260Z","2025-09-08T08:05:14.260Z","http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg"
302,"Harlequin Valentine","Neil Gaiman","Dark Horse Comics","29.99",10,"General","2025-09-08T08:05:14.264Z","2025-09-08T08:05:14.264Z","http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg"
303,"Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours)","Trudy Suggs","Alpha Books","29.99",10,"General","2025-09-08T08:05:14.267Z","2025-09-08T08:05:14.267Z","http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg"
304,"A Man in Full","Tom Wolfe","Farrar Straus &amp; Giroux","29.99",10,"General","2025-09-08T08:05:14.272Z","2025-09-08T08:05:14.272Z","http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg"
305,"The Miracle Life of Edgar Mint: A Novel","Brady Udall","Vintage Books USA","29.99",10,"General","2025-09-08T08:05:14.279Z","2025-09-08T08:05:14.279Z","http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg"
306,"October Sky: A Memoir","Homer Hickam","Dell","29.99",10,"General","2025-09-08T08:05:14.285Z","2025-09-08T08:05:14.285Z","http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg"
307,"A Painted House","John Grisham","Dell Publishing Company","29.99",10,"General","2025-09-08T08:05:14.289Z","2025-09-08T08:05:14.289Z","http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg"
308,"The Romance Reader","Pearl Abraham","Riverhead Books","29.99",10,"General","2025-09-08T08:05:14.294Z","2025-09-08T08:05:14.294Z","http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg"
309,"Far from the Madding Crowd (Wordsworth Classics)","Thomas Hardy","NTC/Contemporary Publishing Company","29.99",10,"General","2025-09-08T08:05:14.303Z","2025-09-08T08:05:14.303Z","http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg"
310,"The Perfect Storm : A True Story of Men Against the Sea","Sebastian Junger","Perennial","29.99",10,"General","2025-09-08T08:05:14.308Z","2025-09-08T08:05:14.308Z","http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg"
311,"The Battle for God","Karen Armstrong","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.316Z","2025-09-08T08:05:14.316Z","http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg"
312,"Sappho: A New Translation","Mary Barnard","University of California Press","29.99",10,"General","2025-09-08T08:05:14.322Z","2025-09-08T08:05:14.322Z","http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg"
313,"The Postman (Bantam Classics)","David Brin","Spectra Books","29.99",10,"General","2025-09-08T08:05:14.328Z","2025-09-08T08:05:14.328Z","http://images.amazon.com/images/P/0553278746.01.LZZZZZZZ.jpg"
314,"The Tortilla Curtain","T. Coraghessan Boyle","Viking Books","29.99",10,"General","2025-09-08T08:05:14.334Z","2025-09-08T08:05:14.334Z","http://images.amazon.com/images/P/0670856045.01.LZZZZZZZ.jpg"
315,"Symposium","Paul Woodruff","Hackett Pub Co Inc","29.99",10,"General","2025-09-08T08:05:14.349Z","2025-09-08T08:05:14.349Z","http://images.amazon.com/images/P/0872200760.01.LZZZZZZZ.jpg"
316,"The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons","Lynda Madaras","W W Norton &amp; Co","29.99",10,"General","2025-09-08T08:05:14.357Z","2025-09-08T08:05:14.357Z","http://images.amazon.com/images/P/0937858994.01.LZZZZZZZ.jpg"
317,"OBJECT AFFECTION","Stephen McCauley","Washington Square Press","29.99",10,"General","2025-09-08T08:05:14.363Z","2025-09-08T08:05:14.363Z","http://images.amazon.com/images/P/0671649949.01.LZZZZZZZ.jpg"
318,"The Journey Home","Isabelle Holland","Scholastic Paperbacks (Mm)","29.99",10,"General","2025-09-08T08:05:14.367Z","2025-09-08T08:05:14.367Z","http://images.amazon.com/images/P/0590431110.01.LZZZZZZZ.jpg"
319,"Taking the Ferry Home","Pam Conrad","Harpercollins Juvenile Books","29.99",10,"General","2025-09-08T08:05:14.370Z","2025-09-08T08:05:14.370Z","http://images.amazon.com/images/P/0064470113.01.LZZZZZZZ.jpg"
320,"Angel of Hope (Mercy Trilogy)","Lurlene McDaniel","Starfire","29.99",10,"General","2025-09-08T08:05:14.377Z","2025-09-08T08:05:14.377Z","http://images.amazon.com/images/P/0553571486.01.LZZZZZZZ.jpg"
321,"The Breach","Brian Kaufman","Last Knight Pub Co","29.99",10,"General","2025-09-08T08:05:14.383Z","2025-09-08T08:05:14.383Z","http://images.amazon.com/images/P/0972044205.01.LZZZZZZZ.jpg"
322,"Neanderthal: A Novel","John Darnton","St. Martin's Press","29.99",10,"General","2025-09-08T08:05:14.391Z","2025-09-08T08:05:14.391Z","http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg"
323,"A Small Dark Place","Martin Schenk","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.399Z","2025-09-08T08:05:14.399Z","http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg"
324,"The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON","DAVID EDDINGS","Del Rey","29.99",10,"General","2025-09-08T08:05:14.405Z","2025-09-08T08:05:14.405Z","http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg"
325,"Babyhood","Paul Reiser","Avon","29.99",10,"General","2025-09-08T08:05:14.412Z","2025-09-08T08:05:14.412Z","http://images.amazon.com/images/P/0380728729.01.LZZZZZZZ.jpg"
326,"Year's Best Fantasy (Year's Best Fantasy)","David G. Hartwell","Eos","29.99",10,"General","2025-09-08T08:05:14.415Z","2025-09-08T08:05:14.415Z","http://images.amazon.com/images/P/038081840X.01.LZZZZZZZ.jpg"
327,"Dave Barry in Cyberspace","Dave Barry","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.419Z","2025-09-08T08:05:14.419Z","http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg"
328,"Wolf Moon","John R. Holt","Bantam","29.99",10,"General","2025-09-08T08:05:14.422Z","2025-09-08T08:05:14.422Z","http://images.amazon.com/images/P/055329198X.01.LZZZZZZZ.jpg"
329,"The War in Heaven (Eternal Warriors)","Theodore Beale","Pocket","29.99",10,"General","2025-09-08T08:05:14.425Z","2025-09-08T08:05:14.425Z","http://images.amazon.com/images/P/0671018930.01.LZZZZZZZ.jpg"
330,"Waiting","Frank M. Robinson","Tor Books","29.99",10,"General","2025-09-08T08:05:14.428Z","2025-09-08T08:05:14.428Z","http://images.amazon.com/images/P/0812541642.01.LZZZZZZZ.jpg"
331,"Nowhere To Run","Mary Jane Clark","St. Martin's Paperbacks","29.99",10,"General","2025-09-08T08:05:14.432Z","2025-09-08T08:05:14.432Z","http://images.amazon.com/images/P/0312988699.01.LZZZZZZZ.jpg"
332,"Frankenstein (Dover Thrift Editions)","Mary Wollstonecraft Shelley","Dover Publications","29.99",10,"General","2025-09-08T08:05:14.435Z","2025-09-08T08:05:14.435Z","http://images.amazon.com/images/P/0486282112.01.LZZZZZZZ.jpg"
333,"El gust amarg de la cervesa (Collecció Clàssica)","Isabel-Clara Simó","Columna","29.99",10,"General","2025-09-08T08:05:14.438Z","2025-09-08T08:05:14.438Z","http://images.amazon.com/images/P/8483007010.01.LZZZZZZZ.jpg"
334,"Urn Burial","Robert Westall","Viking Children's Books","29.99",10,"General","2025-09-08T08:05:14.440Z","2025-09-08T08:05:14.440Z","http://images.amazon.com/images/P/0670815373.01.LZZZZZZZ.jpg"
335,"All Our Yesterdays (Large Print)","Robert B. Parker","Delacorte Press","29.99",10,"General","2025-09-08T08:05:14.443Z","2025-09-08T08:05:14.443Z","http://images.amazon.com/images/P/0385313748.01.LZZZZZZZ.jpg"
336,"What Shall I Be (Barbie Carryalong)","Rita Chapman Works","Reader's Digest","29.99",10,"General","2025-09-08T08:05:14.446Z","2025-09-08T08:05:14.446Z","http://images.amazon.com/images/P/1575843366.01.LZZZZZZZ.jpg"
337,"ALL THAT REMAINS","Patricia Cornwell","Scribner","29.99",10,"General","2025-09-08T08:05:14.450Z","2025-09-08T08:05:14.450Z","http://images.amazon.com/images/P/0684193957.01.LZZZZZZZ.jpg"
338,"Last Chance to See","Douglas Adams","Ballantine Books","29.99",10,"General","2025-09-08T08:05:14.454Z","2025-09-08T08:05:14.454Z","http://images.amazon.com/images/P/0345371984.01.LZZZZZZZ.jpg"
